host_time,elapsed_s,case,device_label,score,feat_ms,infer_ms,alert_count,raw_line
2026-05-12T12:41:46.959319+00:00,129.500,normal_room,UNCERTAIN,3.384,33,26,18,[UNCERTAIN] score=3.3840 | feat=33ms infer=26ms *** ALERT (18 consecutive) ***
2026-05-12T12:41:47.439332+00:00,129.969,normal_room,ABNORMAL,-3.8321,33,26,19,[ABNORMAL] score=-3.8321 | feat=33ms infer=26ms *** ALERT (19 consecutive) ***
2026-05-12T12:41:47.949457+00:00,130.484,normal_room,UNCERTAIN,-0.135,33,26,19,[UNCERTAIN] score=-0.1350 | feat=33ms infer=26ms *** ALERT (19 consecutive) ***
2026-05-12T12:41:48.460469+00:00,131.000,normal_room,NORMAL,11.9363,33,26,0,[NORMAL] score=11.9363 | feat=33ms infer=26ms
2026-05-12T12:41:48.939338+00:00,131.469,normal_room,NORMAL,11.7892,33,26,0,[NORMAL] score=11.7892 | feat=33ms infer=26ms
2026-05-12T12:41:49.449401+00:00,131.984,normal_room,UNCERTAIN,2.0881,33,26,0,[UNCERTAIN] score=2.0881 | feat=33ms infer=26ms
2026-05-12T12:41:49.961222+00:00,132.500,normal_room,UNCERTAIN,3.7064,33,26,0,[UNCERTAIN] score=3.7064 | feat=33ms infer=26ms
2026-05-12T12:41:50.440409+00:00,132.969,normal_room,NORMAL,4.3932,33,26,0,[NORMAL] score=4.3932 | feat=33ms infer=26ms
2026-05-12T12:41:50.950877+00:00,133.484,normal_room,UNCERTAIN,3.9869,33,26,0,[UNCERTAIN] score=3.9869 | feat=33ms infer=26ms
2026-05-12T12:41:51.462521+00:00,134.000,normal_room,NORMAL,4.6117,33,26,0,[NORMAL] score=4.6117 | feat=33ms infer=26ms
2026-05-12T12:41:51.941179+00:00,134.469,normal_room,NORMAL,8.524,33,26,0,[NORMAL] score=8.5240 | feat=33ms infer=26ms
2026-05-12T12:41:52.452231+00:00,134.984,normal_room,UNCERTAIN,0.3783,33,26,0,[UNCERTAIN] score=0.3783 | feat=33ms infer=26ms
2026-05-12T12:41:52.963100+00:00,135.500,normal_room,NORMAL,9.8102,33,26,0,[NORMAL] score=9.8102 | feat=33ms infer=26ms
2026-05-12T12:41:53.442597+00:00,135.969,normal_room,NORMAL,11.1408,33,26,0,[NORMAL] score=11.1408 | feat=33ms infer=26ms
2026-05-12T12:41:53.952420+00:00,136.484,normal_room,NORMAL,8.0338,33,26,0,[NORMAL] score=8.0338 | feat=33ms infer=26ms
2026-05-12T12:41:54.432927+00:00,136.969,normal_room,NORMAL,8.2916,33,26,0,[NORMAL] score=8.2916 | feat=33ms infer=26ms
2026-05-12T12:41:54.943182+00:00,137.469,normal_room,NORMAL,7.1008,33,26,0,[NORMAL] score=7.1008 | feat=33ms infer=26ms
2026-05-12T12:41:55.454678+00:00,137.984,normal_room,UNCERTAIN,2.2728,33,26,0,[UNCERTAIN] score=2.2728 | feat=33ms infer=26ms
2026-05-12T12:41:55.932527+00:00,138.469,normal_room,ABNORMAL,-13.2004,32,27,0,[ABNORMAL] score=-13.2004 | feat=32ms infer=27ms
2026-05-12T12:41:56.443774+00:00,138.984,normal_room,ABNORMAL,-18.7731,33,26,0,[ABNORMAL] score=-18.7731 | feat=33ms infer=26ms
2026-05-12T12:41:56.955963+00:00,139.484,normal_room,ABNORMAL,-5.2894,33,26,3,[ABNORMAL] score=-5.2894 | feat=33ms infer=26ms *** ALERT (3 consecutive) ***
2026-05-12T12:41:57.434255+00:00,139.969,normal_room,NORMAL,7.3399,32,27,0,[NORMAL] score=7.3399 | feat=32ms infer=27ms
2026-05-12T12:41:57.945495+00:00,140.484,normal_room,NORMAL,15.6878,33,26,0,[NORMAL] score=15.6878 | feat=33ms infer=26ms
2026-05-12T12:41:58.456640+00:00,140.984,normal_room,UNCERTAIN,2.077,33,26,0,[UNCERTAIN] score=2.0770 | feat=33ms infer=26ms
2026-05-12T12:41:58.936048+00:00,141.469,normal_room,ABNORMAL,-4.169,32,27,0,[ABNORMAL] score=-4.1690 | feat=32ms infer=27ms
2026-05-12T12:41:59.446708+00:00,141.984,normal_room,ABNORMAL,-24.3596,33,26,0,[ABNORMAL] score=-24.3596 | feat=33ms infer=26ms
2026-05-12T12:41:59.958151+00:00,142.484,normal_room,ABNORMAL,-21.9131,33,26,3,[ABNORMAL] score=-21.9131 | feat=33ms infer=26ms *** ALERT (3 consecutive) ***
2026-05-12T12:42:00.437051+00:00,142.969,normal_room,NORMAL,13.1545,32,27,0,[NORMAL] score=13.1545 | feat=32ms infer=27ms
2026-05-12T12:42:00.947885+00:00,143.484,normal_room,NORMAL,14.5445,32,27,0,[NORMAL] score=14.5445 | feat=32ms infer=27ms
2026-05-12T12:42:01.458137+00:00,143.984,normal_room,NORMAL,9.718,32,27,0,[NORMAL] score=9.7180 | feat=32ms infer=27ms
2026-05-12T12:42:01.938301+00:00,144.469,normal_room,NORMAL,16.8405,32,27,0,[NORMAL] score=16.8405 | feat=32ms infer=27ms
2026-05-12T12:42:02.449186+00:00,144.984,normal_room,ABNORMAL,-15.6435,32,27,0,[ABNORMAL] score=-15.6435 | feat=32ms infer=27ms
2026-05-12T12:42:02.959679+00:00,145.500,normal_room,ABNORMAL,-22.883,32,27,0,[ABNORMAL] score=-22.8830 | feat=32ms infer=27ms
2026-05-12T12:42:03.440473+00:00,145.969,normal_room,ABNORMAL,-7.5838,33,26,3,[ABNORMAL] score=-7.5838 | feat=33ms infer=26ms *** ALERT (3 consecutive) ***
2026-05-12T12:42:03.949371+00:00,146.484,normal_room,ABNORMAL,-9.6464,32,27,4,[ABNORMAL] score=-9.6464 | feat=32ms infer=27ms *** ALERT (4 consecutive) ***
2026-05-12T12:42:04.461772+00:00,147.000,normal_room,ABNORMAL,-9.2139,32,27,5,[ABNORMAL] score=-9.2139 | feat=32ms infer=27ms *** ALERT (5 consecutive) ***
2026-05-12T12:42:04.941174+00:00,147.469,normal_room,ABNORMAL,-12.0471,33,26,6,[ABNORMAL] score=-12.0471 | feat=33ms infer=26ms *** ALERT (6 consecutive) ***
2026-05-12T12:42:05.451303+00:00,147.984,normal_room,ABNORMAL,-16.837,32,27,7,[ABNORMAL] score=-16.8370 | feat=32ms infer=27ms *** ALERT (7 consecutive) ***
2026-05-12T12:42:05.962482+00:00,148.500,normal_room,ABNORMAL,-11.2151,32,27,8,[ABNORMAL] score=-11.2151 | feat=32ms infer=27ms *** ALERT (8 consecutive) ***
2026-05-12T12:42:06.442365+00:00,148.969,normal_room,ABNORMAL,-9.6267,33,26,9,[ABNORMAL] score=-9.6267 | feat=33ms infer=26ms *** ALERT (9 consecutive) ***
2026-05-12T12:42:06.952620+00:00,149.484,normal_room,ABNORMAL,-14.6025,32,27,10,[ABNORMAL] score=-14.6025 | feat=32ms infer=27ms *** ALERT (10 consecutive) ***
2026-05-12T12:42:07.462584+00:00,150.000,normal_room,ABNORMAL,-14.374,32,27,11,[ABNORMAL] score=-14.3740 | feat=32ms infer=27ms *** ALERT (11 consecutive) ***
2026-05-12T12:42:07.943366+00:00,150.469,normal_room,ABNORMAL,-14.008,33,26,12,[ABNORMAL] score=-14.0080 | feat=33ms infer=26ms *** ALERT (12 consecutive) ***
2026-05-12T12:42:08.453821+00:00,150.984,normal_room,ABNORMAL,-7.8834,33,26,13,[ABNORMAL] score=-7.8834 | feat=33ms infer=26ms *** ALERT (13 consecutive) ***
2026-05-12T12:42:08.932462+00:00,151.469,normal_room,NORMAL,17.7293,33,26,0,[NORMAL] score=17.7293 | feat=33ms infer=26ms
2026-05-12T12:42:09.443504+00:00,151.969,normal_room,NORMAL,7.2906,33,26,0,[NORMAL] score=7.2906 | feat=33ms infer=26ms
2026-05-12T12:42:09.953334+00:00,152.484,normal_room,UNCERTAIN,1.1239,33,26,0,[UNCERTAIN] score=1.1239 | feat=33ms infer=26ms
2026-05-12T12:42:10.432828+00:00,152.969,normal_room,NORMAL,16.6768,33,26,0,[NORMAL] score=16.6768 | feat=33ms infer=26ms
2026-05-12T12:42:10.943653+00:00,153.484,normal_room,NORMAL,16.3308,33,26,0,[NORMAL] score=16.3308 | feat=33ms infer=26ms
2026-05-12T12:42:11.455534+00:00,153.984,normal_room,ABNORMAL,-24.7675,33,26,0,[ABNORMAL] score=-24.7675 | feat=33ms infer=26ms
2026-05-12T12:42:11.934277+00:00,154.469,normal_room,ABNORMAL,-22.994,33,26,0,[ABNORMAL] score=-22.9940 | feat=33ms infer=26ms
2026-05-12T12:42:12.445303+00:00,154.984,normal_room,UNCERTAIN,-1.8467,33,26,0,[UNCERTAIN] score=-1.8467 | feat=33ms infer=26ms
2026-05-12T12:42:12.956609+00:00,155.484,normal_room,NORMAL,17.3589,33,26,0,[NORMAL] score=17.3589 | feat=33ms infer=26ms
2026-05-12T12:42:13.435714+00:00,155.969,normal_room,NORMAL,23.7766,33,26,0,[NORMAL] score=23.7766 | feat=33ms infer=26ms
2026-05-12T12:42:13.946520+00:00,156.484,normal_room,NORMAL,19.0913,33,26,0,[NORMAL] score=19.0913 | feat=33ms infer=26ms
2026-05-12T12:42:14.456788+00:00,156.984,normal_room,NORMAL,14.2413,33,26,0,[NORMAL] score=14.2413 | feat=33ms infer=26ms
2026-05-12T12:42:14.936691+00:00,157.469,normal_room,NORMAL,19.8766,33,26,0,[NORMAL] score=19.8766 | feat=33ms infer=26ms
2026-05-12T12:42:15.447661+00:00,157.984,normal_room,NORMAL,23.3153,33,26,0,[NORMAL] score=23.3153 | feat=33ms infer=26ms
2026-05-12T12:42:15.957700+00:00,158.484,normal_room,ABNORMAL,-13.3056,33,26,0,[ABNORMAL] score=-13.3056 | feat=33ms infer=26ms
2026-05-12T12:42:16.437784+00:00,158.969,normal_room,ABNORMAL,-17.2989,33,26,0,[ABNORMAL] score=-17.2989 | feat=33ms infer=26ms
2026-05-12T12:42:16.949119+00:00,159.484,normal_room,ABNORMAL,-7.5917,33,26,3,[ABNORMAL] score=-7.5917 | feat=33ms infer=26ms *** ALERT (3 consecutive) ***
2026-05-12T12:42:17.460422+00:00,160.000,normal_room,ABNORMAL,-2.7845,33,26,4,[ABNORMAL] score=-2.7845 | feat=33ms infer=26ms *** ALERT (4 consecutive) ***
2026-05-12T12:42:17.939748+00:00,160.469,normal_room,ABNORMAL,-7.1188,33,26,5,[ABNORMAL] score=-7.1188 | feat=33ms infer=26ms *** ALERT (5 consecutive) ***
2026-05-12T12:42:18.450930+00:00,160.984,normal_room,UNCERTAIN,-1.4717,33,26,5,[UNCERTAIN] score=-1.4717 | feat=33ms infer=26ms *** ALERT (5 consecutive) ***
2026-05-12T12:42:18.961525+00:00,161.500,normal_room,UNCERTAIN,1.5599,33,26,5,[UNCERTAIN] score=1.5599 | feat=33ms infer=26ms *** ALERT (5 consecutive) ***
2026-05-12T12:42:19.440808+00:00,161.969,normal_room,ABNORMAL,-17.6659,32,27,6,[ABNORMAL] score=-17.6659 | feat=32ms infer=27ms *** ALERT (6 consecutive) ***
2026-05-12T12:42:19.951857+00:00,162.484,normal_room,ABNORMAL,-24.6965,33,26,7,[ABNORMAL] score=-24.6965 | feat=33ms infer=26ms *** ALERT (7 consecutive) ***
2026-05-12T12:42:20.461309+00:00,163.000,normal_room,ABNORMAL,-25.0343,33,26,8,[ABNORMAL] score=-25.0343 | feat=33ms infer=26ms *** ALERT (8 consecutive) ***
2026-05-12T12:42:20.942021+00:00,163.469,normal_room,ABNORMAL,-25.2133,32,27,9,[ABNORMAL] score=-25.2133 | feat=32ms infer=27ms *** ALERT (9 consecutive) ***
2026-05-12T12:42:21.452598+00:00,163.984,normal_room,ABNORMAL,-25.2198,33,26,10,[ABNORMAL] score=-25.2198 | feat=33ms infer=26ms *** ALERT (10 consecutive) ***
2026-05-12T12:42:21.963864+00:00,164.500,normal_room,ABNORMAL,-25.0606,33,26,11,[ABNORMAL] score=-25.0606 | feat=33ms infer=26ms *** ALERT (11 consecutive) ***
2026-05-12T12:42:22.442376+00:00,164.969,normal_room,ABNORMAL,-24.7852,32,27,12,[ABNORMAL] score=-24.7852 | feat=32ms infer=27ms *** ALERT (12 consecutive) ***
2026-05-12T12:42:22.953546+00:00,165.484,normal_room,ABNORMAL,-24.5213,33,26,13,[ABNORMAL] score=-24.5213 | feat=33ms infer=26ms *** ALERT (13 consecutive) ***
2026-05-12T12:42:23.432992+00:00,165.969,normal_room,ABNORMAL,-23.9277,32,27,14,[ABNORMAL] score=-23.9277 | feat=32ms infer=27ms *** ALERT (14 consecutive) ***
2026-05-12T12:42:23.943130+00:00,166.469,normal_room,ABNORMAL,-22.3146,32,27,15,[ABNORMAL] score=-22.3146 | feat=32ms infer=27ms *** ALERT (15 consecutive) ***
2026-05-12T12:42:24.454772+00:00,166.984,normal_room,ABNORMAL,-18.5583,32,27,16,[ABNORMAL] score=-18.5583 | feat=32ms infer=27ms *** ALERT (16 consecutive) ***
2026-05-12T12:42:24.934130+00:00,167.469,normal_room,ABNORMAL,-2.916,32,27,17,[ABNORMAL] score=-2.9160 | feat=32ms infer=27ms *** ALERT (17 consecutive) ***
2026-05-12T12:42:25.445151+00:00,167.984,normal_room,ABNORMAL,-5.5655,32,27,18,[ABNORMAL] score=-5.5655 | feat=32ms infer=27ms *** ALERT (18 consecutive) ***
2026-05-12T12:42:25.955503+00:00,168.484,normal_room,UNCERTAIN,2.4501,32,27,18,[UNCERTAIN] score=2.4501 | feat=32ms infer=27ms *** ALERT (18 consecutive) ***
2026-05-12T12:42:26.435298+00:00,168.969,normal_room,UNCERTAIN,3.7369,33,26,18,[UNCERTAIN] score=3.7369 | feat=33ms infer=26ms *** ALERT (18 consecutive) ***
2026-05-12T12:42:26.945065+00:00,169.484,normal_room,NORMAL,5.1263,32,27,0,[NORMAL] score=5.1263 | feat=32ms infer=27ms
2026-05-12T12:42:27.455884+00:00,169.984,normal_room,NORMAL,4.4294,32,27,0,[NORMAL] score=4.4294 | feat=32ms infer=27ms
2026-05-12T12:42:27.935043+00:00,170.469,normal_room,UNCERTAIN,1.2589,33,26,0,[UNCERTAIN] score=1.2589 | feat=33ms infer=26ms
2026-05-12T12:42:28.446603+00:00,170.984,normal_room,ABNORMAL,-7.9778,32,27,0,[ABNORMAL] score=-7.9778 | feat=32ms infer=27ms
2026-05-12T12:42:28.957070+00:00,171.484,normal_room,ABNORMAL,-6.0077,32,27,0,[ABNORMAL] score=-6.0077 | feat=32ms infer=27ms
2026-05-12T12:42:29.436224+00:00,171.969,normal_room,ABNORMAL,-6.6851,33,26,3,[ABNORMAL] score=-6.6851 | feat=33ms infer=26ms *** ALERT (3 consecutive) ***
2026-05-12T12:42:29.947872+00:00,172.484,normal_room,UNCERTAIN,3.5697,32,27,3,[UNCERTAIN] score=3.5697 | feat=32ms infer=27ms *** ALERT (3 consecutive) ***
2026-05-12T12:42:30.459575+00:00,173.000,normal_room,ABNORMAL,-7.9384,32,27,4,[ABNORMAL] score=-7.9384 | feat=32ms infer=27ms *** ALERT (4 consecutive) ***
2026-05-12T12:42:30.938174+00:00,173.469,normal_room,ABNORMAL,-10.5659,33,26,5,[ABNORMAL] score=-10.5659 | feat=33ms infer=26ms *** ALERT (5 consecutive) ***
2026-05-12T12:42:31.449375+00:00,173.984,normal_room,ABNORMAL,-8.2495,33,26,6,[ABNORMAL] score=-8.2495 | feat=33ms infer=26ms *** ALERT (6 consecutive) ***
2026-05-12T12:42:31.959717+00:00,174.500,normal_room,UNCERTAIN,-0.6986,33,26,6,[UNCERTAIN] score=-0.6986 | feat=33ms infer=26ms *** ALERT (6 consecutive) ***
2026-05-12T12:42:32.439140+00:00,174.969,normal_room,ABNORMAL,-5.09,33,26,7,[ABNORMAL] score=-5.0900 | feat=33ms infer=26ms *** ALERT (7 consecutive) ***
2026-05-12T12:42:32.950213+00:00,175.484,normal_room,ABNORMAL,-3.5247,33,26,8,[ABNORMAL] score=-3.5247 | feat=33ms infer=26ms *** ALERT (8 consecutive) ***
2026-05-12T12:42:33.461775+00:00,176.000,normal_room,ABNORMAL,-3.4375,33,26,9,[ABNORMAL] score=-3.4375 | feat=33ms infer=26ms *** ALERT (9 consecutive) ***
2026-05-12T12:42:33.941307+00:00,176.469,normal_room,ABNORMAL,-13.3036,33,26,10,[ABNORMAL] score=-13.3036 | feat=33ms infer=26ms *** ALERT (10 consecutive) ***
2026-05-12T12:42:34.452961+00:00,176.984,normal_room,ABNORMAL,-21.6944,33,26,11,[ABNORMAL] score=-21.6944 | feat=33ms infer=26ms *** ALERT (11 consecutive) ***
2026-05-12T12:42:34.962780+00:00,177.500,normal_room,ABNORMAL,-15.0047,33,26,12,[ABNORMAL] score=-15.0047 | feat=33ms infer=26ms *** ALERT (12 consecutive) ***
2026-05-12T12:42:35.441419+00:00,177.969,normal_room,ABNORMAL,-4.3214,33,26,13,[ABNORMAL] score=-4.3214 | feat=33ms infer=26ms *** ALERT (13 consecutive) ***
2026-05-12T12:42:36.462591+00:00,179.000,normal_room,UNCERTAIN,-0.4497,33,26,13,[UNCERTAIN] score=-0.4497 | feat=33ms infer=26ms *** ALERT (13 consecutive) ***
2026-05-12T12:42:36.941978+00:00,179.469,normal_room,UNCERTAIN,-0.1249,33,26,13,[UNCERTAIN] score=-0.1249 | feat=33ms infer=26ms *** ALERT (13 consecutive) ***
2026-05-12T12:42:37.453325+00:00,179.984,normal_room,UNCERTAIN,2.0592,33,26,13,[UNCERTAIN] score=2.0592 | feat=33ms infer=26ms *** ALERT (13 consecutive) ***
2026-05-12T12:42:37.962984+00:00,180.500,normal_room,NORMAL,6.9609,33,26,0,[NORMAL] score=6.9609 | feat=33ms infer=26ms
2026-05-12T12:42:38.442082+00:00,180.969,normal_room,NORMAL,5.6276,33,26,0,[NORMAL] score=5.6276 | feat=33ms infer=26ms
2026-05-12T12:42:38.953781+00:00,181.484,normal_room,UNCERTAIN,2.0064,33,26,0,[UNCERTAIN] score=2.0064 | feat=33ms infer=26ms
2026-05-12T12:42:39.433561+00:00,181.969,normal_room,NORMAL,11.5723,33,26,0,[NORMAL] score=11.5723 | feat=33ms infer=26ms
2026-05-12T12:42:39.943951+00:00,182.484,normal_room,UNCERTAIN,2.3285,33,26,0,[UNCERTAIN] score=2.3285 | feat=33ms infer=26ms
2026-05-12T12:42:40.455479+00:00,182.984,normal_room,NORMAL,12.7981,33,26,0,[NORMAL] score=12.7981 | feat=33ms infer=26ms
2026-05-12T12:42:40.934194+00:00,183.469,normal_room,NORMAL,15.4829,33,26,0,[NORMAL] score=15.4829 | feat=33ms infer=26ms
2026-05-12T12:42:41.445247+00:00,183.984,normal_room,UNCERTAIN,1.38,33,26,0,[UNCERTAIN] score=1.3800 | feat=33ms infer=26ms
2026-05-12T12:42:41.956712+00:00,184.484,normal_room,UNCERTAIN,-1.9391,33,26,0,[UNCERTAIN] score=-1.9391 | feat=33ms infer=26ms
2026-05-12T12:42:42.435410+00:00,184.969,normal_room,ABNORMAL,-18.1442,32,27,0,[ABNORMAL] score=-18.1442 | feat=32ms infer=27ms
2026-05-12T12:42:42.946275+00:00,185.484,normal_room,ABNORMAL,-24.615,33,26,0,[ABNORMAL] score=-24.6150 | feat=33ms infer=26ms
2026-05-12T12:42:43.457921+00:00,185.984,normal_room,ABNORMAL,-19.4519,33,26,3,[ABNORMAL] score=-19.4519 | feat=33ms infer=26ms *** ALERT (3 consecutive) ***
2026-05-12T12:42:43.936824+00:00,186.469,normal_room,ABNORMAL,-5.8826,32,27,4,[ABNORMAL] score=-5.8826 | feat=32ms infer=27ms *** ALERT (4 consecutive) ***
2026-05-12T12:42:44.447973+00:00,186.984,normal_room,ABNORMAL,-3.4552,33,26,5,[ABNORMAL] score=-3.4552 | feat=33ms infer=26ms *** ALERT (5 consecutive) ***
2026-05-12T12:42:44.958658+00:00,187.484,normal_room,ABNORMAL,-16.3797,33,26,6,[ABNORMAL] score=-16.3797 | feat=33ms infer=26ms *** ALERT (6 consecutive) ***
2026-05-12T12:42:45.437554+00:00,187.969,normal_room,ABNORMAL,-23.6909,32,27,7,[ABNORMAL] score=-23.6909 | feat=32ms infer=27ms *** ALERT (7 consecutive) ***
2026-05-12T12:42:45.948837+00:00,188.484,normal_room,ABNORMAL,-15.8234,33,26,8,[ABNORMAL] score=-15.8234 | feat=33ms infer=26ms *** ALERT (8 consecutive) ***
2026-05-12T12:42:46.460435+00:00,189.000,normal_room,ABNORMAL,-2.4237,33,26,9,[ABNORMAL] score=-2.4237 | feat=33ms infer=26ms *** ALERT (9 consecutive) ***
2026-05-12T12:42:46.939420+00:00,189.469,normal_room,UNCERTAIN,3.4813,32,27,9,[UNCERTAIN] score=3.4813 | feat=32ms infer=27ms *** ALERT (9 consecutive) ***
2026-05-12T12:42:47.450357+00:00,189.984,normal_room,UNCERTAIN,3.2016,32,27,9,[UNCERTAIN] score=3.2016 | feat=32ms infer=27ms *** ALERT (9 consecutive) ***
2026-05-12T12:42:47.960356+00:00,190.500,normal_room,NORMAL,8.4215,32,27,0,[NORMAL] score=8.4215 | feat=32ms infer=27ms
2026-05-12T12:42:48.439515+00:00,190.969,normal_room,NORMAL,11.1129,32,27,0,[NORMAL] score=11.1129 | feat=32ms infer=27ms
2026-05-12T12:42:48.949589+00:00,191.484,normal_room,NORMAL,8.0961,32,27,0,[NORMAL] score=8.0961 | feat=32ms infer=27ms
2026-05-12T12:42:49.460651+00:00,192.000,normal_room,NORMAL,12.5766,32,27,0,[NORMAL] score=12.5766 | feat=32ms infer=27ms
2026-05-12T12:42:49.940126+00:00,192.469,normal_room,NORMAL,19.073,33,26,0,[NORMAL] score=19.0730 | feat=33ms infer=26ms
2026-05-12T12:42:50.451012+00:00,192.984,normal_room,NORMAL,14.4867,32,27,0,[NORMAL] score=14.4867 | feat=32ms infer=27ms
2026-05-12T12:42:50.962492+00:00,193.500,normal_room,NORMAL,5.1513,32,27,0,[NORMAL] score=5.1513 | feat=32ms infer=27ms
2026-05-12T12:42:51.441777+00:00,193.969,normal_room,NORMAL,12.1641,33,26,0,[NORMAL] score=12.1641 | feat=33ms infer=26ms
2026-05-12T12:42:51.952590+00:00,194.484,normal_room,NORMAL,7.3196,32,27,0,[NORMAL] score=7.3196 | feat=32ms infer=27ms
2026-05-12T12:42:52.462716+00:00,195.000,normal_room,UNCERTAIN,3.1023,32,27,0,[UNCERTAIN] score=3.1023 | feat=32ms infer=27ms
2026-05-12T12:42:52.942204+00:00,195.469,normal_room,UNCERTAIN,-0.7766,33,26,0,[UNCERTAIN] score=-0.7766 | feat=33ms infer=26ms
2026-05-12T12:42:53.454315+00:00,195.984,normal_room,UNCERTAIN,-1.361,32,27,0,[UNCERTAIN] score=-1.3610 | feat=32ms infer=27ms
2026-05-12T12:42:53.932577+00:00,196.469,normal_room,NORMAL,4.6604,33,26,0,[NORMAL] score=4.6604 | feat=33ms infer=26ms
2026-05-12T12:42:54.443392+00:00,196.969,normal_room,NORMAL,4.4222,33,26,0,[NORMAL] score=4.4222 | feat=33ms infer=26ms
2026-05-12T12:42:54.953910+00:00,197.484,normal_room,NORMAL,4.8735,33,26,0,[NORMAL] score=4.8735 | feat=33ms infer=26ms
2026-05-12T12:42:55.434237+00:00,197.969,normal_room,NORMAL,4.62,33,26,0,[NORMAL] score=4.6200 | feat=33ms infer=26ms
2026-05-12T12:42:55.944976+00:00,198.484,normal_room,UNCERTAIN,1.8296,33,26,0,[UNCERTAIN] score=1.8296 | feat=33ms infer=26ms
2026-05-12T12:42:56.456038+00:00,198.984,normal_room,NORMAL,4.0994,33,26,0,[NORMAL] score=4.0994 | feat=33ms infer=26ms
2026-05-12T12:42:56.935165+00:00,199.469,normal_room,NORMAL,7.8531,33,26,0,[NORMAL] score=7.8531 | feat=33ms infer=26ms
2026-05-12T12:42:57.446154+00:00,199.984,normal_room,UNCERTAIN,3.4816,33,26,0,[UNCERTAIN] score=3.4816 | feat=33ms infer=26ms
2026-05-12T12:42:57.956563+00:00,200.484,normal_room,NORMAL,8.2177,33,26,0,[NORMAL] score=8.2177 | feat=33ms infer=26ms
2026-05-12T12:42:58.435616+00:00,200.969,normal_room,NORMAL,4.1826,33,26,0,[NORMAL] score=4.1826 | feat=33ms infer=26ms
2026-05-12T12:42:58.946730+00:00,201.484,normal_room,UNCERTAIN,-1.7081,33,26,0,[UNCERTAIN] score=-1.7081 | feat=33ms infer=26ms
2026-05-12T12:42:59.458445+00:00,201.984,normal_room,ABNORMAL,-23.3374,33,26,0,[ABNORMAL] score=-23.3374 | feat=33ms infer=26ms
2026-05-12T12:42:59.937749+00:00,202.469,normal_room,ABNORMAL,-24.2666,33,26,0,[ABNORMAL] score=-24.2666 | feat=33ms infer=26ms
2026-05-12T12:43:00.448310+00:00,202.984,normal_room,ABNORMAL,-10.9328,33,26,3,[ABNORMAL] score=-10.9328 | feat=33ms infer=26ms *** ALERT (3 consecutive) ***
2026-05-12T12:43:00.959468+00:00,203.500,normal_room,NORMAL,5.7943,33,26,0,[NORMAL] score=5.7943 | feat=33ms infer=26ms
2026-05-12T12:43:01.437745+00:00,203.969,normal_room,NORMAL,6.5878,33,26,0,[NORMAL] score=6.5878 | feat=33ms infer=26ms
2026-05-12T12:43:01.949392+00:00,204.484,normal_room,NORMAL,6.3442,33,26,0,[NORMAL] score=6.3442 | feat=33ms infer=26ms
2026-05-12T12:43:02.460392+00:00,205.000,normal_room,NORMAL,4.2854,33,26,0,[NORMAL] score=4.2854 | feat=33ms infer=26ms
2026-05-12T12:43:02.939551+00:00,205.469,normal_room,NORMAL,9.1509,33,26,0,[NORMAL] score=9.1509 | feat=33ms infer=26ms
2026-05-12T12:43:03.451000+00:00,205.984,normal_room,NORMAL,7.672,33,26,0,[NORMAL] score=7.6720 | feat=33ms infer=26ms
2026-05-12T12:43:03.961647+00:00,206.500,normal_room,NORMAL,12.9715,33,26,0,[NORMAL] score=12.9715 | feat=33ms infer=26ms
2026-05-12T12:43:04.441339+00:00,206.969,normal_room,ABNORMAL,-21.6135,33,26,0,[ABNORMAL] score=-21.6135 | feat=33ms infer=26ms
2026-05-12T12:43:04.951371+00:00,207.484,normal_room,ABNORMAL,-24.766,33,26,0,[ABNORMAL] score=-24.7660 | feat=33ms infer=26ms
2026-05-12T12:43:05.462510+00:00,208.000,normal_room,ABNORMAL,-24.076,33,26,3,[ABNORMAL] score=-24.0760 | feat=33ms infer=26ms *** ALERT (3 consecutive) ***
2026-05-12T12:43:05.943143+00:00,208.469,normal_room,ABNORMAL,-20.2638,32,27,4,[ABNORMAL] score=-20.2638 | feat=32ms infer=27ms *** ALERT (4 consecutive) ***
2026-05-12T12:43:06.453379+00:00,208.984,normal_room,ABNORMAL,-14.1605,33,26,5,[ABNORMAL] score=-14.1605 | feat=33ms infer=26ms *** ALERT (5 consecutive) ***
2026-05-12T12:43:06.964185+00:00,209.500,normal_room,ABNORMAL,-19.1366,33,26,6,[ABNORMAL] score=-19.1366 | feat=33ms infer=26ms *** ALERT (6 consecutive) ***
2026-05-12T12:43:07.443809+00:00,209.984,normal_room,ABNORMAL,-24.0691,32,27,7,[ABNORMAL] score=-24.0691 | feat=32ms infer=27ms *** ALERT (7 consecutive) ***
2026-05-12T12:43:07.954117+00:00,210.484,normal_room,ABNORMAL,-21.1429,33,26,8,[ABNORMAL] score=-21.1429 | feat=33ms infer=26ms *** ALERT (8 consecutive) ***
2026-05-12T12:43:08.433758+00:00,210.969,normal_room,ABNORMAL,-17.278,32,27,9,[ABNORMAL] score=-17.2780 | feat=32ms infer=27ms *** ALERT (9 consecutive) ***
2026-05-12T12:43:08.945065+00:00,211.484,normal_room,ABNORMAL,-20.4209,32,27,10,[ABNORMAL] score=-20.4209 | feat=32ms infer=27ms *** ALERT (10 consecutive) ***
