host_time,elapsed_s,case,device_label,score,feat_ms,infer_ms,alert_count,raw_line
2026-05-12T12:55:25.439405+00:00,169.516,normal_room,ABNORMAL,-10.1913,32,27,7,[ABNORMAL] score=-10.1913 | feat=32ms infer=27ms *** ALERT (7 consecutive) ***
2026-05-12T12:55:25.950276+00:00,170.031,normal_room,ABNORMAL,-10.0113,32,27,8,[ABNORMAL] score=-10.0113 | feat=32ms infer=27ms *** ALERT (8 consecutive) ***
2026-05-12T12:55:26.429807+00:00,170.516,normal_room,UNCERTAIN,-0.1402,33,26,8,[UNCERTAIN] score=-0.1402 | feat=33ms infer=26ms *** ALERT (8 consecutive) ***
2026-05-12T12:55:26.941116+00:00,171.016,normal_room,UNCERTAIN,1.678,32,27,8,[UNCERTAIN] score=1.6780 | feat=32ms infer=27ms *** ALERT (8 consecutive) ***
2026-05-12T12:55:27.451036+00:00,171.531,normal_room,UNCERTAIN,0.0057,32,27,8,[UNCERTAIN] score=0.0057 | feat=32ms infer=27ms *** ALERT (8 consecutive) ***
2026-05-12T12:55:27.930299+00:00,172.016,normal_room,NORMAL,13.3084,33,26,0,[NORMAL] score=13.3084 | feat=33ms infer=26ms
2026-05-12T12:55:28.441824+00:00,172.516,normal_room,ABNORMAL,-3.8539,32,27,0,[ABNORMAL] score=-3.8539 | feat=32ms infer=27ms
2026-05-12T12:55:28.951002+00:00,173.031,normal_room,ABNORMAL,-8.8768,32,27,0,[ABNORMAL] score=-8.8768 | feat=32ms infer=27ms
2026-05-12T12:55:29.431069+00:00,173.516,normal_room,ABNORMAL,-17.6675,33,26,3,[ABNORMAL] score=-17.6675 | feat=33ms infer=26ms *** ALERT (3 consecutive) ***
2026-05-12T12:55:29.943085+00:00,174.016,normal_room,ABNORMAL,-17.5379,33,26,4,[ABNORMAL] score=-17.5379 | feat=33ms infer=26ms *** ALERT (4 consecutive) ***
2026-05-12T12:55:30.453764+00:00,174.531,normal_room,ABNORMAL,-4.6057,33,26,5,[ABNORMAL] score=-4.6057 | feat=33ms infer=26ms *** ALERT (5 consecutive) ***
2026-05-12T12:55:30.932982+00:00,175.016,normal_room,ABNORMAL,-21.3821,33,26,6,[ABNORMAL] score=-21.3821 | feat=33ms infer=26ms *** ALERT (6 consecutive) ***
2026-05-12T12:55:31.444274+00:00,175.531,normal_room,ABNORMAL,-24.4943,33,26,7,[ABNORMAL] score=-24.4943 | feat=33ms infer=26ms *** ALERT (7 consecutive) ***
2026-05-12T12:55:31.955622+00:00,176.031,normal_room,ABNORMAL,-21.008,33,26,8,[ABNORMAL] score=-21.0080 | feat=33ms infer=26ms *** ALERT (8 consecutive) ***
2026-05-12T12:55:32.433946+00:00,176.516,normal_room,ABNORMAL,-24.2039,33,26,9,[ABNORMAL] score=-24.2039 | feat=33ms infer=26ms *** ALERT (9 consecutive) ***
2026-05-12T12:55:32.945291+00:00,177.031,normal_room,ABNORMAL,-25.2833,33,26,10,[ABNORMAL] score=-25.2833 | feat=33ms infer=26ms *** ALERT (10 consecutive) ***
2026-05-12T12:55:33.455835+00:00,177.531,normal_room,ABNORMAL,-25.0632,33,26,11,[ABNORMAL] score=-25.0632 | feat=33ms infer=26ms *** ALERT (11 consecutive) ***
2026-05-12T12:55:33.935145+00:00,178.016,normal_room,ABNORMAL,-7.606,33,26,12,[ABNORMAL] score=-7.6060 | feat=33ms infer=26ms *** ALERT (12 consecutive) ***
2026-05-12T12:55:34.444966+00:00,178.531,normal_room,NORMAL,17.9192,33,26,0,[NORMAL] score=17.9192 | feat=33ms infer=26ms
2026-05-12T12:55:34.956661+00:00,179.031,normal_room,ABNORMAL,-22.6712,33,26,0,[ABNORMAL] score=-22.6712 | feat=33ms infer=26ms
2026-05-12T12:55:35.435654+00:00,179.516,normal_room,ABNORMAL,-25.4029,33,26,0,[ABNORMAL] score=-25.4029 | feat=33ms infer=26ms
2026-05-12T12:55:35.947285+00:00,180.031,normal_room,ABNORMAL,-25.405,33,26,3,[ABNORMAL] score=-25.4050 | feat=33ms infer=26ms *** ALERT (3 consecutive) ***
2026-05-12T12:55:36.457395+00:00,180.531,normal_room,ABNORMAL,-25.3821,33,26,4,[ABNORMAL] score=-25.3821 | feat=33ms infer=26ms *** ALERT (4 consecutive) ***
2026-05-12T12:55:36.936705+00:00,181.016,normal_room,ABNORMAL,-21.2478,33,26,5,[ABNORMAL] score=-21.2478 | feat=33ms infer=26ms *** ALERT (5 consecutive) ***
2026-05-12T12:55:37.447949+00:00,181.531,normal_room,ABNORMAL,-18.7535,33,26,6,[ABNORMAL] score=-18.7535 | feat=33ms infer=26ms *** ALERT (6 consecutive) ***
2026-05-12T12:55:37.926680+00:00,182.000,normal_room,ABNORMAL,-23.9916,33,26,7,[ABNORMAL] score=-23.9916 | feat=33ms infer=26ms *** ALERT (7 consecutive) ***
2026-05-12T12:55:38.438241+00:00,182.516,normal_room,ABNORMAL,-23.4501,33,26,8,[ABNORMAL] score=-23.4501 | feat=33ms infer=26ms *** ALERT (8 consecutive) ***
2026-05-12T12:55:38.949079+00:00,183.031,normal_room,ABNORMAL,-10.3367,33,26,9,[ABNORMAL] score=-10.3367 | feat=33ms infer=26ms *** ALERT (9 consecutive) ***
2026-05-12T12:55:39.427345+00:00,183.500,normal_room,NORMAL,5.9216,33,26,0,[NORMAL] score=5.9216 | feat=33ms infer=26ms
2026-05-12T12:55:39.937680+00:00,184.016,normal_room,NORMAL,5.2177,33,26,0,[NORMAL] score=5.2177 | feat=33ms infer=26ms
2026-05-12T12:55:40.449586+00:00,184.531,normal_room,UNCERTAIN,-1.1588,33,26,0,[UNCERTAIN] score=-1.1588 | feat=33ms infer=26ms
2026-05-12T12:55:40.929130+00:00,185.016,normal_room,UNCERTAIN,3.7079,32,27,0,[UNCERTAIN] score=3.7079 | feat=32ms infer=27ms
2026-05-12T12:55:41.440131+00:00,185.516,normal_room,ABNORMAL,-18.8882,33,26,0,[ABNORMAL] score=-18.8882 | feat=33ms infer=26ms
2026-05-12T12:55:41.950782+00:00,186.031,normal_room,ABNORMAL,-18.0524,33,26,0,[ABNORMAL] score=-18.0524 | feat=33ms infer=26ms
2026-05-12T12:55:42.430438+00:00,186.516,normal_room,ABNORMAL,-22.7729,32,27,3,[ABNORMAL] score=-22.7729 | feat=32ms infer=27ms *** ALERT (3 consecutive) ***
2026-05-12T12:55:42.941278+00:00,187.016,normal_room,ABNORMAL,-19.6805,33,26,4,[ABNORMAL] score=-19.6805 | feat=33ms infer=26ms *** ALERT (4 consecutive) ***
2026-05-12T12:55:43.452295+00:00,187.531,normal_room,ABNORMAL,-23.9357,33,26,5,[ABNORMAL] score=-23.9357 | feat=33ms infer=26ms *** ALERT (5 consecutive) ***
2026-05-12T12:55:43.931853+00:00,188.016,normal_room,ABNORMAL,-23.6603,32,27,6,[ABNORMAL] score=-23.6603 | feat=32ms infer=27ms *** ALERT (6 consecutive) ***
2026-05-12T12:55:44.442272+00:00,188.516,normal_room,ABNORMAL,-23.4608,33,26,7,[ABNORMAL] score=-23.4608 | feat=33ms infer=26ms *** ALERT (7 consecutive) ***
2026-05-12T12:55:44.953262+00:00,189.031,normal_room,ABNORMAL,-24.5671,33,26,8,[ABNORMAL] score=-24.5671 | feat=33ms infer=26ms *** ALERT (8 consecutive) ***
2026-05-12T12:55:45.432696+00:00,189.516,normal_room,ABNORMAL,-22.1506,32,27,9,[ABNORMAL] score=-22.1506 | feat=32ms infer=27ms *** ALERT (9 consecutive) ***
2026-05-12T12:55:45.943795+00:00,190.031,normal_room,ABNORMAL,-24.7662,32,27,10,[ABNORMAL] score=-24.7662 | feat=32ms infer=27ms *** ALERT (10 consecutive) ***
2026-05-12T12:55:46.455288+00:00,190.531,normal_room,ABNORMAL,-22.8258,32,27,11,[ABNORMAL] score=-22.8258 | feat=32ms infer=27ms *** ALERT (11 consecutive) ***
2026-05-12T12:55:46.932766+00:00,191.016,normal_room,ABNORMAL,-17.5198,33,26,12,[ABNORMAL] score=-17.5198 | feat=33ms infer=26ms *** ALERT (12 consecutive) ***
2026-05-12T12:55:47.445744+00:00,191.531,normal_room,ABNORMAL,-23.5378,32,27,13,[ABNORMAL] score=-23.5378 | feat=32ms infer=27ms *** ALERT (13 consecutive) ***
2026-05-12T12:55:47.955556+00:00,192.031,normal_room,ABNORMAL,-21.7347,32,27,14,[ABNORMAL] score=-21.7347 | feat=32ms infer=27ms *** ALERT (14 consecutive) ***
2026-05-12T12:55:48.434050+00:00,192.516,normal_room,NORMAL,4.4566,33,26,0,[NORMAL] score=4.4566 | feat=33ms infer=26ms
2026-05-12T12:55:48.945170+00:00,193.031,normal_room,ABNORMAL,-23.4204,32,27,0,[ABNORMAL] score=-23.4204 | feat=32ms infer=27ms
2026-05-12T12:55:49.455274+00:00,193.531,normal_room,ABNORMAL,-25.398,32,27,0,[ABNORMAL] score=-25.3980 | feat=32ms infer=27ms
2026-05-12T12:55:49.935340+00:00,194.016,normal_room,ABNORMAL,-25.3762,33,26,3,[ABNORMAL] score=-25.3762 | feat=33ms infer=26ms *** ALERT (3 consecutive) ***
2026-05-12T12:55:50.446528+00:00,194.531,normal_room,ABNORMAL,-22.9701,32,27,4,[ABNORMAL] score=-22.9701 | feat=32ms infer=27ms *** ALERT (4 consecutive) ***
2026-05-12T12:55:50.957917+00:00,195.031,normal_room,ABNORMAL,-4.9087,32,27,5,[ABNORMAL] score=-4.9087 | feat=32ms infer=27ms *** ALERT (5 consecutive) ***
2026-05-12T12:55:51.436760+00:00,195.516,normal_room,NORMAL,18.0403,33,26,0,[NORMAL] score=18.0403 | feat=33ms infer=26ms
2026-05-12T12:55:51.946518+00:00,196.031,normal_room,ABNORMAL,-10.2634,32,27,0,[ABNORMAL] score=-10.2634 | feat=32ms infer=27ms
2026-05-12T12:55:52.426601+00:00,196.500,normal_room,UNCERTAIN,1.3991,33,26,0,[UNCERTAIN] score=1.3991 | feat=33ms infer=26ms
2026-05-12T12:55:52.936634+00:00,197.016,normal_room,NORMAL,8.8983,33,26,0,[NORMAL] score=8.8983 | feat=33ms infer=26ms
2026-05-12T12:55:53.448487+00:00,197.531,normal_room,NORMAL,14.5843,33,26,0,[NORMAL] score=14.5843 | feat=33ms infer=26ms
2026-05-12T12:55:53.927764+00:00,198.000,normal_room,NORMAL,15.5524,33,26,0,[NORMAL] score=15.5524 | feat=33ms infer=26ms
2026-05-12T12:55:54.438242+00:00,198.516,normal_room,UNCERTAIN,2.521,33,26,0,[UNCERTAIN] score=2.5210 | feat=33ms infer=26ms
2026-05-12T12:55:54.949622+00:00,199.031,normal_room,ABNORMAL,-16.9254,33,26,0,[ABNORMAL] score=-16.9254 | feat=33ms infer=26ms
2026-05-12T12:55:55.428883+00:00,199.516,normal_room,ABNORMAL,-12.3326,33,26,0,[ABNORMAL] score=-12.3326 | feat=33ms infer=26ms
2026-05-12T12:55:55.940105+00:00,200.016,normal_room,ABNORMAL,-7.6338,33,26,3,[ABNORMAL] score=-7.6338 | feat=33ms infer=26ms *** ALERT (3 consecutive) ***
2026-05-12T12:55:56.451236+00:00,200.531,normal_room,ABNORMAL,-24.8682,33,26,4,[ABNORMAL] score=-24.8682 | feat=33ms infer=26ms *** ALERT (4 consecutive) ***
2026-05-12T12:55:56.930853+00:00,201.016,normal_room,ABNORMAL,-24.5789,33,26,5,[ABNORMAL] score=-24.5789 | feat=33ms infer=26ms *** ALERT (5 consecutive) ***
2026-05-12T12:55:57.441956+00:00,201.516,normal_room,ABNORMAL,-24.3884,33,26,6,[ABNORMAL] score=-24.3884 | feat=33ms infer=26ms *** ALERT (6 consecutive) ***
2026-05-12T12:55:57.951935+00:00,202.031,normal_room,ABNORMAL,-24.9872,33,26,7,[ABNORMAL] score=-24.9872 | feat=33ms infer=26ms *** ALERT (7 consecutive) ***
2026-05-12T12:55:58.431560+00:00,202.516,normal_room,ABNORMAL,-25.2866,33,26,8,[ABNORMAL] score=-25.2866 | feat=33ms infer=26ms *** ALERT (8 consecutive) ***
2026-05-12T12:55:58.942956+00:00,203.016,normal_room,ABNORMAL,-24.8836,33,26,9,[ABNORMAL] score=-24.8836 | feat=33ms infer=26ms *** ALERT (9 consecutive) ***
2026-05-12T12:55:59.451831+00:00,203.531,normal_room,NORMAL,10.888,33,26,0,[NORMAL] score=10.8880 | feat=33ms infer=26ms
2026-05-12T12:55:59.932304+00:00,204.016,normal_room,NORMAL,10.0657,33,26,0,[NORMAL] score=10.0657 | feat=33ms infer=26ms
2026-05-12T12:56:00.443233+00:00,204.516,normal_room,ABNORMAL,-21.3576,33,26,0,[ABNORMAL] score=-21.3576 | feat=33ms infer=26ms
2026-05-12T12:56:00.953982+00:00,205.031,normal_room,ABNORMAL,-18.9461,33,26,0,[ABNORMAL] score=-18.9461 | feat=33ms infer=26ms
2026-05-12T12:56:01.434449+00:00,205.516,normal_room,ABNORMAL,-12.6776,33,26,3,[ABNORMAL] score=-12.6776 | feat=33ms infer=26ms *** ALERT (3 consecutive) ***
2026-05-12T12:56:01.944392+00:00,206.031,normal_room,ABNORMAL,-24.5468,33,26,4,[ABNORMAL] score=-24.5468 | feat=33ms infer=26ms *** ALERT (4 consecutive) ***
2026-05-12T12:56:02.455328+00:00,206.531,normal_room,ABNORMAL,-24.7753,33,26,5,[ABNORMAL] score=-24.7753 | feat=33ms infer=26ms *** ALERT (5 consecutive) ***
2026-05-12T12:56:02.934603+00:00,207.016,normal_room,ABNORMAL,-13.7397,33,26,6,[ABNORMAL] score=-13.7397 | feat=33ms infer=26ms *** ALERT (6 consecutive) ***
2026-05-12T12:56:03.445992+00:00,207.531,normal_room,UNCERTAIN,0.974,33,26,6,[UNCERTAIN] score=0.9740 | feat=33ms infer=26ms *** ALERT (6 consecutive) ***
2026-05-12T12:56:03.955059+00:00,208.031,normal_room,NORMAL,4.781,33,26,0,[NORMAL] score=4.7810 | feat=33ms infer=26ms
2026-05-12T12:56:04.435384+00:00,208.516,normal_room,NORMAL,4.9914,32,27,0,[NORMAL] score=4.9914 | feat=32ms infer=27ms
2026-05-12T12:56:04.946562+00:00,209.031,normal_room,ABNORMAL,-17.554,33,26,0,[ABNORMAL] score=-17.5540 | feat=33ms infer=26ms
2026-05-12T12:56:05.456580+00:00,209.531,normal_room,ABNORMAL,-21.6743,33,26,0,[ABNORMAL] score=-21.6743 | feat=33ms infer=26ms
2026-05-12T12:56:05.937534+00:00,210.016,normal_room,ABNORMAL,-25.3257,32,27,3,[ABNORMAL] score=-25.3257 | feat=32ms infer=27ms *** ALERT (3 consecutive) ***
2026-05-12T12:56:06.447835+00:00,210.531,normal_room,ABNORMAL,-25.3721,33,26,4,[ABNORMAL] score=-25.3721 | feat=33ms infer=26ms *** ALERT (4 consecutive) ***
2026-05-12T12:56:06.927617+00:00,211.000,normal_room,ABNORMAL,-14.1855,32,27,5,[ABNORMAL] score=-14.1855 | feat=32ms infer=27ms *** ALERT (5 consecutive) ***
2026-05-12T12:56:07.437979+00:00,211.516,normal_room,ABNORMAL,-24.7966,32,27,6,[ABNORMAL] score=-24.7966 | feat=32ms infer=27ms *** ALERT (6 consecutive) ***
2026-05-12T12:56:07.948730+00:00,212.031,normal_room,ABNORMAL,-25.136,33,26,7,[ABNORMAL] score=-25.1360 | feat=33ms infer=26ms *** ALERT (7 consecutive) ***
2026-05-12T12:56:08.427969+00:00,212.516,normal_room,ABNORMAL,-7.203,32,27,8,[ABNORMAL] score=-7.2030 | feat=32ms infer=27ms *** ALERT (8 consecutive) ***
2026-05-12T12:56:08.937872+00:00,213.016,normal_room,ABNORMAL,-22.1219,32,27,9,[ABNORMAL] score=-22.1219 | feat=32ms infer=27ms *** ALERT (9 consecutive) ***
2026-05-12T12:56:09.449929+00:00,213.531,normal_room,ABNORMAL,-16.7971,32,27,10,[ABNORMAL] score=-16.7971 | feat=32ms infer=27ms *** ALERT (10 consecutive) ***
2026-05-12T12:56:09.927828+00:00,214.000,normal_room,NORMAL,13.6513,32,27,0,[NORMAL] score=13.6513 | feat=32ms infer=27ms
2026-05-12T12:56:10.439144+00:00,214.516,normal_room,NORMAL,16.9272,32,27,0,[NORMAL] score=16.9272 | feat=32ms infer=27ms
2026-05-12T12:56:10.949439+00:00,215.031,normal_room,ABNORMAL,-5.0482,32,27,0,[ABNORMAL] score=-5.0482 | feat=32ms infer=27ms
2026-05-12T12:56:11.429944+00:00,215.516,normal_room,ABNORMAL,-23.6848,33,26,0,[ABNORMAL] score=-23.6848 | feat=33ms infer=26ms
2026-05-12T12:56:11.941402+00:00,216.016,normal_room,ABNORMAL,-23.4679,32,27,3,[ABNORMAL] score=-23.4679 | feat=32ms infer=27ms *** ALERT (3 consecutive) ***
2026-05-12T12:56:12.451924+00:00,216.531,normal_room,ABNORMAL,-8.2558,32,27,4,[ABNORMAL] score=-8.2558 | feat=32ms infer=27ms *** ALERT (4 consecutive) ***
2026-05-12T12:56:12.931438+00:00,217.016,normal_room,ABNORMAL,-16.8751,33,26,5,[ABNORMAL] score=-16.8751 | feat=33ms infer=26ms *** ALERT (5 consecutive) ***
2026-05-12T12:56:13.442713+00:00,217.516,normal_room,ABNORMAL,-13.5463,32,27,6,[ABNORMAL] score=-13.5463 | feat=32ms infer=27ms *** ALERT (6 consecutive) ***
2026-05-12T12:56:13.951660+00:00,218.031,normal_room,NORMAL,13.4853,32,27,0,[NORMAL] score=13.4853 | feat=32ms infer=27ms
2026-05-12T12:56:14.431765+00:00,218.516,normal_room,ABNORMAL,-13.6292,33,26,0,[ABNORMAL] score=-13.6292 | feat=33ms infer=26ms
2026-05-12T12:56:14.943018+00:00,219.016,normal_room,ABNORMAL,-14.6007,32,27,0,[ABNORMAL] score=-14.6007 | feat=32ms infer=27ms
2026-05-12T12:56:15.453090+00:00,219.531,normal_room,NORMAL,11.5517,32,27,0,[NORMAL] score=11.5517 | feat=32ms infer=27ms
2026-05-12T12:56:15.932752+00:00,220.016,normal_room,NORMAL,7.5385,33,26,0,[NORMAL] score=7.5385 | feat=33ms infer=26ms
2026-05-12T12:56:16.443349+00:00,220.516,normal_room,ABNORMAL,-23.7824,33,26,0,[ABNORMAL] score=-23.7824 | feat=33ms infer=26ms
2026-05-12T12:56:16.953687+00:00,221.031,normal_room,ABNORMAL,-23.2182,33,26,0,[ABNORMAL] score=-23.2182 | feat=33ms infer=26ms
2026-05-12T12:56:17.434101+00:00,221.516,normal_room,ABNORMAL,-22.5631,33,26,3,[ABNORMAL] score=-22.5631 | feat=33ms infer=26ms *** ALERT (3 consecutive) ***
2026-05-12T12:56:17.945008+00:00,222.031,normal_room,ABNORMAL,-22.0463,33,26,4,[ABNORMAL] score=-22.0463 | feat=33ms infer=26ms *** ALERT (4 consecutive) ***
2026-05-12T12:56:18.456642+00:00,222.531,normal_room,ABNORMAL,-24.1824,33,26,5,[ABNORMAL] score=-24.1824 | feat=33ms infer=26ms *** ALERT (5 consecutive) ***
2026-05-12T12:56:18.935059+00:00,223.016,normal_room,ABNORMAL,-24.3026,33,26,6,[ABNORMAL] score=-24.3026 | feat=33ms infer=26ms *** ALERT (6 consecutive) ***
2026-05-12T12:56:19.446230+00:00,223.531,normal_room,ABNORMAL,-19.7931,33,26,7,[ABNORMAL] score=-19.7931 | feat=33ms infer=26ms *** ALERT (7 consecutive) ***
2026-05-12T12:56:19.956731+00:00,224.031,normal_room,ABNORMAL,-17.0585,33,26,8,[ABNORMAL] score=-17.0585 | feat=33ms infer=26ms *** ALERT (8 consecutive) ***
2026-05-12T12:56:20.436626+00:00,224.516,normal_room,ABNORMAL,-14.4953,33,26,9,[ABNORMAL] score=-14.4953 | feat=33ms infer=26ms *** ALERT (9 consecutive) ***
2026-05-12T12:56:20.948342+00:00,225.031,normal_room,ABNORMAL,-20.0989,33,26,10,[ABNORMAL] score=-20.0989 | feat=33ms infer=26ms *** ALERT (10 consecutive) ***
2026-05-12T12:56:21.458159+00:00,225.531,normal_room,ABNORMAL,-22.2361,33,26,11,[ABNORMAL] score=-22.2361 | feat=33ms infer=26ms *** ALERT (11 consecutive) ***
2026-05-12T12:56:21.937323+00:00,226.016,normal_room,ABNORMAL,-20.501,33,26,12,[ABNORMAL] score=-20.5010 | feat=33ms infer=26ms *** ALERT (12 consecutive) ***
2026-05-12T12:56:22.448535+00:00,226.531,normal_room,ABNORMAL,-6.4803,33,26,13,[ABNORMAL] score=-6.4803 | feat=33ms infer=26ms *** ALERT (13 consecutive) ***
2026-05-12T12:56:22.929108+00:00,227.016,normal_room,ABNORMAL,-8.2127,33,26,14,[ABNORMAL] score=-8.2127 | feat=33ms infer=26ms *** ALERT (14 consecutive) ***
2026-05-12T12:56:23.439419+00:00,227.516,normal_room,ABNORMAL,-13.1501,33,26,15,[ABNORMAL] score=-13.1501 | feat=33ms infer=26ms *** ALERT (15 consecutive) ***
2026-05-12T12:56:23.949523+00:00,228.031,normal_room,NORMAL,4.6487,33,26,0,[NORMAL] score=4.6487 | feat=33ms infer=26ms
2026-05-12T12:56:24.427550+00:00,228.500,normal_room,NORMAL,13.8782,33,26,0,[NORMAL] score=13.8782 | feat=33ms infer=26ms
2026-05-12T12:56:24.938864+00:00,229.016,normal_room,ABNORMAL,-6.1206,33,26,0,[ABNORMAL] score=-6.1206 | feat=33ms infer=26ms
2026-05-12T12:56:25.450373+00:00,229.531,normal_room,ABNORMAL,-24.5248,33,26,0,[ABNORMAL] score=-24.5248 | feat=33ms infer=26ms
2026-05-12T12:56:25.930010+00:00,230.016,normal_room,ABNORMAL,-21.4913,33,26,3,[ABNORMAL] score=-21.4913 | feat=33ms infer=26ms *** ALERT (3 consecutive) ***
2026-05-12T12:56:26.440371+00:00,230.516,normal_room,NORMAL,18.749,33,26,0,[NORMAL] score=18.7490 | feat=33ms infer=26ms
2026-05-12T12:56:26.951085+00:00,231.031,normal_room,NORMAL,18.0736,33,26,0,[NORMAL] score=18.0736 | feat=33ms infer=26ms
2026-05-12T12:56:27.430962+00:00,231.516,normal_room,ABNORMAL,-9.564,32,27,0,[ABNORMAL] score=-9.5640 | feat=32ms infer=27ms
2026-05-12T12:56:27.940304+00:00,232.016,normal_room,ABNORMAL,-21.6108,33,26,0,[ABNORMAL] score=-21.6108 | feat=33ms infer=26ms
2026-05-12T12:56:28.453088+00:00,232.531,normal_room,ABNORMAL,-20.1285,33,26,3,[ABNORMAL] score=-20.1285 | feat=33ms infer=26ms *** ALERT (3 consecutive) ***
2026-05-12T12:56:28.932689+00:00,233.016,normal_room,ABNORMAL,-17.8221,32,27,4,[ABNORMAL] score=-17.8221 | feat=32ms infer=27ms *** ALERT (4 consecutive) ***
2026-05-12T12:56:29.443215+00:00,233.516,normal_room,ABNORMAL,-11.0965,33,26,5,[ABNORMAL] score=-11.0965 | feat=33ms infer=26ms *** ALERT (5 consecutive) ***
2026-05-12T12:56:29.954253+00:00,234.031,normal_room,ABNORMAL,-8.8824,33,26,6,[ABNORMAL] score=-8.8824 | feat=33ms infer=26ms *** ALERT (6 consecutive) ***
2026-05-12T12:56:30.432850+00:00,234.516,normal_room,ABNORMAL,-9.6725,32,27,7,[ABNORMAL] score=-9.6725 | feat=32ms infer=27ms *** ALERT (7 consecutive) ***
2026-05-12T12:56:30.944323+00:00,235.031,normal_room,ABNORMAL,-17.9413,33,26,8,[ABNORMAL] score=-17.9413 | feat=33ms infer=26ms *** ALERT (8 consecutive) ***
2026-05-12T12:56:31.455064+00:00,235.531,normal_room,ABNORMAL,-23.9808,33,26,9,[ABNORMAL] score=-23.9808 | feat=33ms infer=26ms *** ALERT (9 consecutive) ***
2026-05-12T12:56:31.934388+00:00,236.016,normal_room,ABNORMAL,-25.2605,32,27,10,[ABNORMAL] score=-25.2605 | feat=32ms infer=27ms *** ALERT (10 consecutive) ***
2026-05-12T12:56:32.444977+00:00,236.531,normal_room,ABNORMAL,-25.3969,32,27,11,[ABNORMAL] score=-25.3969 | feat=32ms infer=27ms *** ALERT (11 consecutive) ***
2026-05-12T12:56:32.956794+00:00,237.031,normal_room,ABNORMAL,-25.3371,32,27,12,[ABNORMAL] score=-25.3371 | feat=32ms infer=27ms *** ALERT (12 consecutive) ***
2026-05-12T12:56:33.436250+00:00,237.516,normal_room,ABNORMAL,-20.1424,33,26,13,[ABNORMAL] score=-20.1424 | feat=33ms infer=26ms *** ALERT (13 consecutive) ***
2026-05-12T12:56:33.946501+00:00,238.031,normal_room,ABNORMAL,-24.1926,32,27,14,[ABNORMAL] score=-24.1926 | feat=32ms infer=27ms *** ALERT (14 consecutive) ***
2026-05-12T12:56:34.456731+00:00,238.531,normal_room,ABNORMAL,-24.068,32,27,15,[ABNORMAL] score=-24.0680 | feat=32ms infer=27ms *** ALERT (15 consecutive) ***
2026-05-12T12:56:34.936768+00:00,239.016,normal_room,ABNORMAL,-23.9736,33,26,16,[ABNORMAL] score=-23.9736 | feat=33ms infer=26ms *** ALERT (16 consecutive) ***
2026-05-12T12:56:35.447573+00:00,239.531,normal_room,ABNORMAL,-21.3181,32,27,17,[ABNORMAL] score=-21.3181 | feat=32ms infer=27ms *** ALERT (17 consecutive) ***
2026-05-12T12:56:35.958299+00:00,240.031,normal_room,ABNORMAL,-19.9262,32,27,18,[ABNORMAL] score=-19.9262 | feat=32ms infer=27ms *** ALERT (18 consecutive) ***
2026-05-12T12:56:36.437692+00:00,240.516,normal_room,ABNORMAL,-19.8859,33,26,19,[ABNORMAL] score=-19.8859 | feat=33ms infer=26ms *** ALERT (19 consecutive) ***
2026-05-12T12:56:36.947885+00:00,241.031,normal_room,ABNORMAL,-20.1377,32,27,20,[ABNORMAL] score=-20.1377 | feat=32ms infer=27ms *** ALERT (20 consecutive) ***
2026-05-12T12:56:37.427753+00:00,241.500,normal_room,ABNORMAL,-23.1209,33,26,21,[ABNORMAL] score=-23.1209 | feat=33ms infer=26ms *** ALERT (21 consecutive) ***
2026-05-12T12:56:37.939282+00:00,242.016,normal_room,ABNORMAL,-24.3271,33,26,22,[ABNORMAL] score=-24.3271 | feat=33ms infer=26ms *** ALERT (22 consecutive) ***
2026-05-12T12:56:38.449396+00:00,242.531,normal_room,UNCERTAIN,0.8637,32,27,22,[UNCERTAIN] score=0.8637 | feat=32ms infer=27ms *** ALERT (22 consecutive) ***
2026-05-12T12:56:38.928442+00:00,243.016,normal_room,UNCERTAIN,-0.8955,33,26,22,[UNCERTAIN] score=-0.8955 | feat=33ms infer=26ms *** ALERT (22 consecutive) ***
2026-05-12T12:56:39.440417+00:00,243.516,normal_room,ABNORMAL,-18.3624,33,26,23,[ABNORMAL] score=-18.3624 | feat=33ms infer=26ms *** ALERT (23 consecutive) ***
2026-05-12T12:56:39.951291+00:00,244.031,normal_room,ABNORMAL,-10.3424,33,26,24,[ABNORMAL] score=-10.3424 | feat=33ms infer=26ms *** ALERT (24 consecutive) ***
2026-05-12T12:56:40.429645+00:00,244.516,normal_room,NORMAL,4.1053,33,26,0,[NORMAL] score=4.1053 | feat=33ms infer=26ms
2026-05-12T12:56:40.940123+00:00,245.016,normal_room,NORMAL,8.8774,33,26,0,[NORMAL] score=8.8774 | feat=33ms infer=26ms
2026-05-12T12:56:41.450859+00:00,245.531,normal_room,ABNORMAL,-18.2593,33,26,0,[ABNORMAL] score=-18.2593 | feat=33ms infer=26ms
2026-05-12T12:56:41.930969+00:00,246.016,normal_room,ABNORMAL,-24.371,33,26,0,[ABNORMAL] score=-24.3710 | feat=33ms infer=26ms
2026-05-12T12:56:42.441258+00:00,246.516,normal_room,ABNORMAL,-17.5019,33,26,3,[ABNORMAL] score=-17.5019 | feat=33ms infer=26ms *** ALERT (3 consecutive) ***
2026-05-12T12:56:42.952001+00:00,247.031,normal_room,ABNORMAL,-3.7452,33,26,4,[ABNORMAL] score=-3.7452 | feat=33ms infer=26ms *** ALERT (4 consecutive) ***
